InvoiceNo,CustomerID,Gender,Age,Location,Category,ItemName,Quantity,UnitPrice,PaymentMethod,InvoiceDate,ReviewRating,SubscriptionStatus,DiscountApplied,TotalRevenue
INV56048,C10232,Female,52,California,Clothing,Sneakers,2,83.03,Credit Card,2025-10-23 11:45:30,3.6,No,No,166.06
INV62042,C10095,Male,28,New York,Clothing,T-Shirt,1,25.7,Credit Card,2025-10-23 12:24:00,4.9,No,No,25.7
INV61674,C10665,Female,38,Florida,Electronics,Laptop,3,1081.5,Credit Card,2025-10-23 13:57:57,4.5,Yes,Yes,3244.5
INV64583,C11041,Male,34,Texas,Home & Kitchen,Air Fryer,1,124.49,Credit Card,2025-10-23 14:39:16,4.7,No,No,124.49
INV59306,C10544,Female,41,New York,Electronics,Tablet,1,342.6,Cash,2025-10-23 15:12:11,4.7,No,No,342.6
INV50385,C10623,Non-Binary,25,Georgia,Electronics,Smartphone,5,689.67,Credit Card,2025-10-23 17:56:21,4.7,No,No,3448.35
INV50526,C11081,Female,47,New York,Clothing,T-Shirt,1,25.08,Cash,2025-10-23 18:54:40,2.7,No,Yes,25.08
INV51504,C10100,Male,49,Illinois,Sports & Outdoors,Running Shoes,2,93.97,Credit Card,2025-10-23 18:57:36,4.7,Yes,No,187.94
INV59875,C10564,Female,50,Georgia,Electronics,Tablet,1,333.59,Debit Card,2025-10-23 19:00:32,5.0,Yes,No,333.59
INV64257,C10154,Non-Binary,67,California,Home & Kitchen,Toaster,3,34.6,Debit Card,2025-10-23 19:24:43,1.8,No,No,103.8
INV55815,C10159,Male,58,Washington,Beauty & Personal Care,Shampoo,1,11.95,Cash,2025-10-23 20:43:42,4.7,No,No,11.95
INV52203,C10288,Female,47,California,Clothing,T-Shirt,1,24.5,Credit Card,2025-10-23 20:54:09,3.6,No,No,24.5
INV57590,C10205,Female,40,California,Home & Kitchen,Coffee Maker,1,94.1,Cash,2025-10-23 21:25:05,3.6,Yes,No,94.1
INV51610,C10352,Female,46,Texas,Beauty & Personal Care,Shampoo,3,11.61,PayPal,2025-10-23 21:42:33,5.0,No,Yes,34.83
INV57257,C10671,Female,45,New York,Clothing,Jacket,3,114.66,Credit Card,2025-10-24 09:08:51,4.7,Yes,Yes,343.98
INV63997,C10688,Male,24,Washington,Beauty & Personal Care,Skincare Kit,2,57.32,PayPal,2025-10-24 09:34:59,1.9,No,No,114.64
INV51529,C10033,Female,48,New York,Books,Fiction Novel,2,14.67,Credit Card,2025-10-24 09:57:39,3.7,Yes,Yes,29.34
INV54688,C10088,Female,40,Massachusetts,Electronics,Smartphone,1,682.01,Credit Card,2025-10-24 11:01:46,3.9,No,No,682.01
INV61496,C10219,Male,26,Florida,Electronics,Smartphone,1,699.12,Credit Card,2025-10-24 11:04:45,1.8,No,No,699.12
INV63669,C10491,Female,72,Texas,Books,Cookbook,4,30.88,Credit Card,2025-10-24 11:10:27,5.0,No,Yes,123.52
INV50732,C10855,Non-Binary,47,Illinois,Sports & Outdoors,Running Shoes,1,93.67,Credit Card,2025-10-24 11:42:18,4.6,Yes,Yes,93.67
INV53410,C11025,Female,32,New York,Electronics,Smartphone,3,669.88,Credit Card,2025-10-24 12:44:44,4.5,Yes,Yes,2009.64
INV60013,C10701,Female,50,Texas,Sports & Outdoors,Dumbbell Set,2,51.46,PayPal,2025-10-24 12:48:38,1.6,No,No,102.92
INV56192,C10485,Female,30,Texas,Home & Kitchen,Toaster,1,35.02,Credit Card,2025-10-24 12:53:33,4.8,Yes,No,35.02
INV61520,C10835,Male,36,Texas,Books,Cookbook,1,30.15,PayPal,2025-10-24 12:58:17,3.6,Yes,Yes,30.15
INV59534,C10272,Female,36,Massachusetts,Electronics,Laptop,1,1058.08,Credit Card,2025-10-24 13:03:18,4.8,Yes,Yes,1058.08
INV63219,C10754,Male,36,California,Books,Sci-Fi Anthology,1,17.12,Debit Card,2025-10-24 13:25:04,3.8,No,No,17.12
INV63033,C10287,Male,45,California,Sports & Outdoors,Dumbbell Set,1,50.57,Credit Card,2025-10-24 13:39:16,4.0,No,No,50.57
INV57138,C10459,Female,44,New York,Sports & Outdoors,Yoga Mat,1,28.84,Credit Card,2025-10-24 13:56:14,5.0,No,No,28.84
INV51324,C10862,Female,21,Texas,Electronics,Smartphone,5,707.42,Debit Card,2025-10-24 14:27:06,4.6,Yes,Yes,3537.1
INV58972,C10985,Male,67,Illinois,Home & Kitchen,Vacuum Cleaner,2,151.22,PayPal,2025-10-24 14:56:21,4.8,No,No,302.44
INV59446,C10093,Male,42,California,Books,Sci-Fi Anthology,1,17.35,PayPal,2025-10-24 15:18:57,2.8,Yes,No,17.35
INV55318,C10307,Female,20,Ohio,Beauty & Personal Care,Moisturizer,1,27.72,Credit Card,2025-10-24 15:35:32,4.9,No,Yes,27.72
INV56678,C10735,Male,59,Texas,Beauty & Personal Care,Lipstick,1,19.32,Credit Card,2025-10-24 15:47:41,4.5,No,No,19.32
INV54255,C10479,Male,25,Massachusetts,Electronics,Bluetooth Speaker,3,75.54,Cash,2025-10-24 15:50:56,4.7,Yes,Yes,226.62
INV64249,C11154,Female,24,California,Beauty & Personal Care,Moisturizer,1,28.14,Credit Card,2025-10-24 15:57:37,4.6,Yes,No,28.14
INV56255,C10684,Male,57,Texas,Beauty & Personal Care,Shampoo,3,11.77,Debit Card,2025-10-24 16:00:55,4.6,Yes,Yes,35.31
INV59052,C10287,Male,45,California,Beauty & Personal Care,Hair Dryer,2,44.01,Credit Card,2025-10-24 16:14:35,1.0,No,No,88.02
INV57448,C10841,Female,39,California,Home & Kitchen,Blender,1,45.03,Credit Card,2025-10-24 16:30:52,4.8,No,No,45.03
INV58463,C10402,Female,32,Georgia,Electronics,Smartwatch,1,206.43,Debit Card,2025-10-24 17:26:51,4.9,Yes,No,206.43
INV61160,C10356,Non-Binary,19,Colorado,Beauty & Personal Care,Moisturizer,1,28.19,Credit Card,2025-10-24 17:39:00,1.0,Yes,Yes,28.19
INV51267,C10386,Male,44,Massachusetts,Electronics,Smartwatch,1,201.55,Credit Card,2025-10-24 18:01:35,4.0,No,No,201.55
INV50223,C10421,Male,37,Massachusetts,Home & Kitchen,Vacuum Cleaner,1,152.37,Debit Card,2025-10-24 18:02:18,4.5,Yes,Yes,152.37
INV62834,C10840,Male,27,Texas,Clothing,Jeans,1,53.0,Credit Card,2025-10-24 18:12:15,3.9,No,No,53.0
INV54911,C10793,Male,48,California,Home & Kitchen,Coffee Maker,3,87.77,Credit Card,2025-10-24 18:13:23,3.9,No,No,263.31
INV54722,C11020,Male,18,Florida,Electronics,Laptop,4,1081.43,Debit Card,2025-10-24 18:38:15,3.6,Yes,Yes,4325.72
INV59431,C10472,Female,26,California,Clothing,Socks,1,9.84,Credit Card,2025-10-24 18:42:07,4.6,No,No,9.84
INV52248,C10451,Male,57,Colorado,Books,Cookbook,1,29.22,Credit Card,2025-10-24 18:51:40,1.6,No,No,29.22
INV64833,C11158,Female,27,Texas,Electronics,Laptop,1,1102.03,Credit Card,2025-10-24 19:01:01,4.7,No,No,1102.03
INV56615,C10263,Female,72,Florida,Electronics,Headphones,1,153.41,Debit Card,2025-10-24 19:23:59,4.9,No,No,153.41
INV54842,C10922,Female,39,New York,Beauty & Personal Care,Skincare Kit,1,58.7,Credit Card,2025-10-24 19:58:00,3.8,Yes,Yes,58.7
INV54980,C10887,Male,22,California,Beauty & Personal Care,Skincare Kit,1,61.92,Credit Card,2025-10-24 20:17:25,4.5,Yes,Yes,61.92
INV64286,C11147,Female,49,California,Books,Cookbook,1,30.55,Cash,2025-10-24 21:01:26,3.7,No,No,30.55
INV51946,C10122,Non-Binary,46,Georgia,Clothing,Jeans,1,56.69,Credit Card,2025-10-24 21:14:39,4.6,No,Yes,56.69
INV57774,C10822,Female,49,Georgia,Clothing,Jacket,1,120.81,PayPal,2025-10-24 21:25:38,3.7,Yes,No,120.81
INV64423,C10242,Female,37,California,Beauty & Personal Care,Moisturizer,1,27.31,Cash,2025-10-25 10:08:54,2.9,No,No,27.31
INV60219,C10239,Male,37,California,Home & Kitchen,Dinnerware Set,2,58.06,Credit Card,2025-10-25 12:21:46,3.9,Yes,No,116.12
INV60417,C10340,Male,18,Florida,Electronics,Smartphone,3,713.42,Debit Card,2025-10-25 12:27:11,3.7,No,No,2140.26
INV52859,C10579,Female,20,Washington,Clothing,T-Shirt,1,25.82,Credit Card,2025-10-25 14:04:05,4.7,Yes,Yes,25.82
INV64611,C11131,Female,44,Washington,Sports & Outdoors,Camping Tent,1,146.84,Credit Card,2025-10-25 14:10:10,3.0,No,No,146.84
INV58615,C10611,Non-Binary,24,Texas,Clothing,Hoodie,1,45.65,Credit Card,2025-10-25 14:13:18,4.7,No,No,45.65
INV60064,C11112,Male,21,California,Clothing,Sneakers,2,83.88,Debit Card,2025-10-25 14:29:27,3.9,Yes,Yes,167.76
INV52167,C10046,Male,42,California,Electronics,Laptop,2,1092.45,Credit Card,2025-10-25 15:37:21,3.9,Yes,No,2184.9
INV63559,C10968,Male,35,Ohio,Electronics,Laptop,1,1115.44,Credit Card,2025-10-25 17:06:18,2.7,No,No,1115.44
INV60650,C10348,Male,22,New York,Sports & Outdoors,Running Shoes,1,94.68,Debit Card,2025-10-25 18:06:40,4.6,No,No,94.68
INV55544,C10132,Male,39,Florida,Clothing,T-Shirt,2,25.6,Credit Card,2025-10-25 18:51:23,5.0,No,No,51.2
INV58089,C10462,Female,71,Florida,Home & Kitchen,Coffee Maker,1,94.4,Debit Card,2025-10-25 19:59:10,5.0,No,No,94.4
INV60268,C10413,Female,28,California,Sports & Outdoors,Backpack,2,38.31,Cash,2025-10-25 20:27:10,2.7,No,No,76.62
INV57925,C10421,Male,37,Massachusetts,Electronics,Laptop,1,1109.53,Credit Card,2025-10-26 09:14:00,3.9,Yes,No,1109.53
INV51585,C10090,Male,47,Massachusetts,Clothing,Sneakers,1,82.09,Credit Card,2025-10-26 09:34:57,3.6,No,No,82.09
INV56019,C10198,Non-Binary,35,New York,Beauty & Personal Care,Skincare Kit,1,58.4,Credit Card,2025-10-26 09:52:51,4.8,No,No,58.4
INV58811,C10346,Female,49,Illinois,Books,Cookbook,1,30.23,Credit Card,2025-10-26 10:20:53,3.7,No,No,30.23
INV56958,C10193,Male,49,Massachusetts,Home & Kitchen,Blender,1,46.78,Credit Card,2025-10-26 10:42:05,3.7,No,No,46.78
INV61862,C10168,Female,19,New York,Clothing,Hoodie,2,45.99,Credit Card,2025-10-26 11:48:23,4.8,No,No,91.98
INV52427,C10925,Male,26,New York,Home & Kitchen,Dinnerware Set,1,57.88,Credit Card,2025-10-26 11:54:50,3.7,No,Yes,57.88
INV56151,C10331,Male,33,Massachusetts,Electronics,Tablet,1,315.67,Debit Card,2025-10-26 12:36:26,4.5,No,No,315.67
INV57612,C10534,Female,74,Texas,Sports & Outdoors,Dumbbell Set,1,49.33,Debit Card,2025-10-26 13:00:33,2.9,No,No,49.33
INV56933,C10126,Male,44,Texas,Clothing,Sneakers,1,87.37,Debit Card,2025-10-26 15:20:42,3.7,No,No,87.37
INV64620,C10376,Male,54,Illinois,Clothing,Hoodie,1,43.21,Credit Card,2025-10-26 15:44:02,3.7,No,No,43.21
INV61338,C10813,Female,45,Massachusetts,Clothing,Socks,3,10.11,Credit Card,2025-10-26 15:44:36,3.8,Yes,Yes,30.33
INV50685,C10887,Male,22,California,Electronics,Smartphone,1,720.42,Cash,2025-10-26 15:44:43,3.8,Yes,Yes,720.42
INV55364,C11119,Female,18,California,Home & Kitchen,Toaster,1,35.84,Cash,2025-10-26 16:55:06,3.7,Yes,No,35.84
INV55376,C11174,Female,69,Texas,Electronics,Headphones,2,145.91,Credit Card,2025-10-26 17:14:50,5.0,Yes,Yes,291.82
INV54485,C10256,Female,33,Florida,Beauty & Personal Care,Hair Dryer,1,43.91,PayPal,2025-10-26 17:40:56,1.5,No,No,43.91
INV50230,C11012,Female,27,New York,Home & Kitchen,Air Fryer,1,118.26,Debit Card,2025-10-26 18:12:49,3.7,Yes,No,118.26
INV60006,C10752,Male,48,Florida,Books,Cookbook,1,30.96,Credit Card,2025-10-26 18:43:21,4.9,No,Yes,30.96
INV63399,C10390,Female,18,Washington,Clothing,Hoodie,1,45.18,Credit Card,2025-10-26 18:58:29,3.0,No,No,45.18
INV61712,C10457,Male,24,New York,Sports & Outdoors,Yoga Mat,3,29.83,Debit Card,2025-10-26 19:29:39,2.6,No,No,89.49
INV54031,C10461,Female,18,Ohio,Clothing,Jeans,1,54.35,Debit Card,2025-10-26 19:48:19,1.5,Yes,Yes,54.35
INV52071,C10855,Non-Binary,47,Illinois,Clothing,Hoodie,1,46.84,Debit Card,2025-10-26 20:07:26,3.5,Yes,Yes,46.84
INV60928,C10987,Female,36,California,Books,Sci-Fi Anthology,3,18.34,Debit Card,2025-10-26 20:31:11,3.9,No,No,55.02
INV61405,C11040,Female,25,New York,Electronics,Smartwatch,2,207.44,Debit Card,2025-10-26 21:11:40,3.8,Yes,No,414.88
INV52291,C10479,Male,25,Massachusetts,Beauty & Personal Care,Perfume,1,76.85,PayPal,2025-10-26 21:22:39,3.9,Yes,Yes,76.85
INV50756,C10131,Male,20,Florida,Electronics,Laptop,1,1083.45,Debit Card,2025-10-26 21:34:28,4.6,Yes,Yes,1083.45
INV59786,C11152,Female,42,Washington,Beauty & Personal Care,Skincare Kit,1,62.01,Credit Card,2025-10-26 21:44:56,4.5,No,No,62.01
INV56665,C10052,Male,72,Georgia,Home & Kitchen,Toaster,2,34.92,Credit Card,2025-10-27 09:28:12,3.8,No,No,69.84
INV64858,C10959,Male,47,Florida,Clothing,Hoodie,2,45.91,Credit Card,2025-10-27 10:08:44,3.9,No,No,91.82
INV64230,C11104,Female,50,Texas,Beauty & Personal Care,Shampoo,1,11.76,Debit Card,2025-10-27 10:39:41,1.0,No,No,11.76
INV61899,C10353,Male,41,New York,Home & Kitchen,Toaster,2,34.92,Debit Card,2025-10-27 10:59:11,4.0,No,Yes,69.84
INV53930,C10214,Female,37,Texas,Sports & Outdoors,Yoga Mat,3,29.08,PayPal,2025-10-27 11:42:46,5.0,No,Yes,87.24
INV63014,C10974,Female,40,California,Sports & Outdoors,Yoga Mat,1,30.74,Cash,2025-10-27 12:15:09,1.7,No,Yes,30.74
INV52764,C11146,Female,32,Illinois,Home & Kitchen,Vacuum Cleaner,2,152.15,Credit Card,2025-10-27 12:32:02,3.7,No,No,304.3
INV58148,C10615,Female,42,Ohio,Books,Biography,2,22.3,Credit Card,2025-10-27 13:09:34,3.8,No,No,44.6
INV50146,C10726,Male,38,Ohio,Beauty & Personal Care,Perfume,1,73.89,Credit Card,2025-10-27 13:37:06,5.0,No,No,73.89
INV64504,C10738,Female,37,Illinois,Clothing,T-Shirt,2,25.6,PayPal,2025-10-27 14:14:24,4.8,No,No,51.2
INV55833,C11178,Female,40,Massachusetts,Clothing,Socks,1,10.09,Credit Card,2025-10-27 14:40:40,3.0,No,Yes,10.09
INV62941,C10408,Male,63,Texas,Electronics,Smartwatch,1,204.85,Credit Card,2025-10-27 15:23:31,1.8,No,No,204.85
INV64218,C10295,Male,28,Florida,Sports & Outdoors,Water Bottle,1,19.2,Credit Card,2025-10-27 16:17:08,3.9,No,No,19.2
INV57484,C10028,Female,56,California,Books,Sci-Fi Anthology,1,18.13,Cash,2025-10-27 16:58:06,2.8,Yes,Yes,18.13
INV64034,C10993,Male,30,Florida,Home & Kitchen,Dinnerware Set,2,57.95,PayPal,2025-10-27 17:12:10,2.7,No,No,115.9
INV50797,C10943,Female,48,California,Electronics,Tablet,1,342.02,PayPal,2025-10-27 17:26:23,4.9,No,No,342.02
INV57112,C10528,Male,70,Georgia,Books,Biography,1,22.89,Credit Card,2025-10-27 18:12:10,3.6,No,No,22.89
INV51965,C10636,Female,47,California,Electronics,Bluetooth Speaker,1,78.88,PayPal,2025-10-27 18:54:31,3.9,No,No,78.88
INV59371,C10726,Male,38,Ohio,Beauty & Personal Care,Lipstick,1,19.0,Credit Card,2025-10-27 19:07:46,2.0,No,No,19.0
INV55299,C10027,Male,30,Texas,Books,Fiction Novel,1,14.67,Debit Card,2025-10-27 20:26:54,2.6,No,No,14.67
INV61384,C11000,Male,28,California,Electronics,Laptop,1,1107.34,Debit Card,2025-10-27 20:31:49,4.5,Yes,No,1107.34
INV59341,C10881,Female,23,Washington,Clothing,Socks,3,10.42,Credit Card,2025-10-27 21:20:07,4.5,No,No,31.26
INV64010,C10998,Male,21,Texas,Electronics,Bluetooth Speaker,1,80.29,Credit Card,2025-10-28 09:27:05,4.0,No,No,80.29
INV61690,C10652,Female,23,Georgia,Electronics,Smartphone,1,665.5,Cash,2025-10-28 10:01:46,2.5,No,No,665.5
INV53924,C10236,Female,53,California,Electronics,Smartphone,1,710.41,Credit Card,2025-10-28 10:02:01,4.6,No,No,710.41
INV52669,C10082,Female,37,Florida,Electronics,Tablet,1,328.76,Debit Card,2025-10-28 10:34:34,3.6,Yes,No,328.76
INV56286,C11076,Male,41,California,Electronics,Headphones,1,145.42,Credit Card,2025-10-28 12:31:45,4.7,Yes,No,145.42
INV53473,C10762,Male,31,Texas,Sports & Outdoors,Dumbbell Set,1,48.47,Cash,2025-10-28 14:00:32,4.6,No,No,48.47
INV62777,C10985,Male,67,Illinois,Home & Kitchen,Toaster,2,36.62,PayPal,2025-10-28 14:03:00,3.8,No,No,73.24
INV54428,C10904,Male,47,Florida,Books,Cookbook,2,30.47,Credit Card,2025-10-28 14:15:07,3.6,No,Yes,60.94
INV62181,C10466,Female,20,New York,Sports & Outdoors,Yoga Mat,2,31.26,Credit Card,2025-10-28 14:28:45,4.7,No,No,62.52
INV51096,C10423,Female,19,California,Beauty & Personal Care,Moisturizer,2,28.91,PayPal,2025-10-28 15:00:43,2.8,No,No,57.82
INV59922,C10556,Female,39,Georgia,Home & Kitchen,Vacuum Cleaner,1,156.05,Debit Card,2025-10-28 15:07:41,4.6,No,No,156.05
INV63618,C10226,Female,36,Florida,Beauty & Personal Care,Hair Dryer,2,45.9,Credit Card,2025-10-28 15:23:54,4.7,No,No,91.8
INV64186,C10228,Male,44,New York,Beauty & Personal Care,Shampoo,2,12.35,Debit Card,2025-10-28 16:54:57,3.7,Yes,No,24.7
INV56783,C10688,Male,24,Washington,Clothing,Jeans,1,55.06,Credit Card,2025-10-28 17:06:34,3.7,No,Yes,55.06
INV64414,C10417,Male,70,Texas,Home & Kitchen,Vacuum Cleaner,2,156.63,Credit Card,2025-10-28 17:26:56,2.6,No,No,313.26
INV50826,C10341,Female,42,Washington,Books,Self-Help Book,1,19.32,Debit Card,2025-10-28 17:34:26,2.9,No,No,19.32
INV57843,C10900,Female,44,California,Clothing,Socks,1,9.95,Cash,2025-10-28 17:59:46,3.8,No,No,9.95
INV60175,C10622,Male,27,Florida,Beauty & Personal Care,Perfume,1,73.25,Credit Card,2025-10-28 18:25:45,3.9,No,No,73.25
INV60388,C10265,Female,22,Florida,Clothing,Sneakers,2,82.45,PayPal,2025-10-28 21:39:25,2.7,No,No,164.9
INV59166,C10048,Male,20,New York,Electronics,Tablet,1,315.67,Debit Card,2025-10-29 09:40:57,3.7,No,No,315.67
INV52566,C10397,Male,66,Washington,Home & Kitchen,Coffee Maker,1,88.17,Credit Card,2025-10-29 11:02:22,4.8,No,No,88.17
INV53655,C10797,Female,26,California,Clothing,T-Shirt,2,24.28,Cash,2025-10-29 11:22:38,4.9,Yes,Yes,48.56
INV55979,C10231,Male,35,Texas,Home & Kitchen,Vacuum Cleaner,2,144.08,Credit Card,2025-10-29 11:47:19,3.8,Yes,Yes,288.16
INV59044,C10652,Female,23,Georgia,Books,Sci-Fi Anthology,1,17.43,PayPal,2025-10-29 11:51:56,5.0,No,No,17.43
INV55168,C10157,Male,40,Massachusetts,Home & Kitchen,Dinnerware Set,1,57.66,Credit Card,2025-10-29 12:39:35,2.6,No,No,57.66
INV53486,C10224,Male,32,Texas,Electronics,Smartwatch,1,191.65,PayPal,2025-10-29 12:44:24,3.8,No,Yes,191.65
INV59728,C10534,Female,74,Texas,Home & Kitchen,Vacuum Cleaner,3,148.61,Debit Card,2025-10-29 12:55:27,3.6,No,Yes,445.83
INV60961,C11177,Female,44,California,Sports & Outdoors,Dumbbell Set,1,47.67,Debit Card,2025-10-29 13:21:45,1.6,No,No,47.67
INV57821,C10355,Male,35,Texas,Electronics,Laptop,4,1133.32,PayPal,2025-10-29 14:43:17,4.8,No,No,4533.28
INV50764,C11182,Male,23,Florida,Beauty & Personal Care,Hair Dryer,1,43.54,Credit Card,2025-10-29 14:55:48,3.7,No,No,43.54
INV62810,C10853,Female,18,Ohio,Electronics,Smartphone,1,704.19,Credit Card,2025-10-29 15:00:22,4.5,Yes,No,704.19
INV60869,C10179,Male,37,Massachusetts,Electronics,Laptop,5,1134.27,Credit Card,2025-10-29 16:05:39,4.7,Yes,Yes,5671.35
INV55917,C10085,Male,69,New York,Clothing,Socks,1,10.34,Credit Card,2025-10-29 16:37:41,4.6,Yes,Yes,10.34
INV53094,C10527,Male,53,Ohio,Beauty & Personal Care,Hair Dryer,4,45.7,Credit Card,2025-10-29 16:37:45,4.6,No,Yes,182.8
INV61238,C11182,Male,23,Florida,Home & Kitchen,Blender,2,42.82,Credit Card,2025-10-29 17:28:56,3.0,No,No,85.64
INV54540,C10900,Female,44,California,Books,Sci-Fi Anthology,1,17.74,PayPal,2025-10-29 19:37:03,3.8,No,No,17.74
INV56074,C11055,Male,37,Texas,Electronics,Smartphone,1,693.33,Debit Card,2025-10-29 20:12:04,3.0,No,No,693.33
INV62980,C10137,Male,30,New York,Books,Tech Guide,3,50.38,Debit Card,2025-10-29 20:16:09,4.0,Yes,Yes,151.14
INV55294,C10421,Male,37,Massachusetts,Home & Kitchen,Air Fryer,1,118.11,Debit Card,2025-10-29 21:30:31,3.9,Yes,Yes,118.11
INV57030,C10073,Male,60,New York,Home & Kitchen,Dinnerware Set,1,62.62,Cash,2025-10-29 21:32:01,4.7,No,No,62.62
INV58714,C10742,Female,31,Florida,Clothing,Jacket,2,114.24,Credit Card,2025-10-29 21:41:24,2.9,No,No,228.48
INV56642,C10554,Male,20,California,Electronics,Tablet,1,318.27,Credit Card,2025-10-30 09:01:26,2.6,Yes,Yes,318.27
INV62791,C10627,Male,49,Texas,Books,Tech Guide,2,49.55,Credit Card,2025-10-30 09:02:20,3.8,No,No,99.1
INV58269,C10773,Non-Binary,51,Washington,Books,Fiction Novel,1,14.35,Debit Card,2025-10-30 09:18:37,1.9,No,Yes,14.35
INV63262,C11002,Male,34,California,Beauty & Personal Care,Hair Dryer,3,44.98,Debit Card,2025-10-30 10:32:07,3.8,No,No,134.94
INV58924,C10713,Male,46,Georgia,Electronics,Laptop,1,1057.75,PayPal,2025-10-30 11:04:58,2.5,Yes,Yes,1057.75
INV55389,C11104,Female,50,Texas,Clothing,Sneakers,1,84.17,Credit Card,2025-10-30 12:24:31,3.8,No,No,84.17
INV51545,C10923,Female,34,Colorado,Clothing,T-Shirt,2,26.13,Cash,2025-10-30 12:32:12,3.7,No,No,52.26
INV50229,C10094,Female,42,New York,Sports & Outdoors,Running Shoes,1,96.09,Debit Card,2025-10-30 12:55:57,3.8,No,Yes,96.09
INV63814,C10641,Female,69,Georgia,Beauty & Personal Care,Moisturizer,2,28.6,PayPal,2025-10-30 13:42:21,1.6,No,No,57.2
INV56065,C10092,Female,39,Ohio,Books,Tech Guide,2,47.73,Credit Card,2025-10-30 15:00:50,4.6,No,Yes,95.46
INV55042,C10177,Female,36,Texas,Sports & Outdoors,Camping Tent,1,146.48,Credit Card,2025-10-30 15:35:15,4.8,No,No,146.48
INV58593,C10149,Male,47,Texas,Sports & Outdoors,Water Bottle,1,20.82,Credit Card,2025-10-30 16:56:05,4.6,No,No,20.82
INV58351,C10470,Female,18,Washington,Clothing,Hoodie,1,46.36,PayPal,2025-10-30 16:58:11,3.8,No,No,46.36
INV59116,C10624,Male,48,Texas,Beauty & Personal Care,Perfume,3,72.81,Credit Card,2025-10-30 17:01:42,3.9,No,No,218.43
INV60814,C10653,Male,30,California,Sports & Outdoors,Camping Tent,1,149.13,Debit Card,2025-10-30 18:16:50,3.7,No,Yes,149.13
INV63179,C10812,Male,50,Washington,Clothing,Sneakers,3,86.66,Credit Card,2025-10-30 18:35:24,5.0,No,No,259.98
INV51514,C10993,Male,30,Florida,Clothing,Hoodie,2,47.22,Credit Card,2025-10-30 18:40:35,3.5,No,No,94.44
INV57322,C10600,Male,31,New York,Beauty & Personal Care,Skincare Kit,1,61.0,Credit Card,2025-10-30 19:39:05,4.6,Yes,No,61.0
INV51659,C10098,Female,23,California,Clothing,Jeans,1,57.25,Debit Card,2025-10-30 20:16:16,4.6,No,No,57.25
INV54484,C10948,Female,19,Washington,Electronics,Laptop,3,1100.84,Debit Card,2025-10-30 21:38:59,4.7,No,No,3302.52
INV59902,C10862,Female,21,Texas,Sports & Outdoors,Water Bottle,2,19.78,Cash,2025-10-30 21:49:15,4.9,Yes,No,39.56
INV56635,C11075,Male,20,New York,Electronics,Smartphone,2,664.17,Cash,2025-10-31 09:10:58,3.6,Yes,No,1328.34
INV64824,C10291,Male,37,New York,Electronics,Laptop,1,1153.08,Credit Card,2025-10-31 09:50:14,4.9,Yes,No,1153.08
INV50740,C10568,Female,66,California,Sports & Outdoors,Running Shoes,1,95.32,PayPal,2025-10-31 09:52:23,2.7,No,No,95.32
INV51064,C10568,Female,66,California,Sports & Outdoors,Running Shoes,2,96.86,Cash,2025-10-31 10:09:55,4.8,No,No,193.72
INV51826,C11140,Female,71,California,Books,Self-Help Book,1,19.39,Credit Card,2025-10-31 10:21:05,3.7,No,No,19.39
INV52839,C10710,Male,31,New York,Sports & Outdoors,Dumbbell Set,1,51.48,Credit Card,2025-10-31 10:23:25,4.6,No,No,51.48
INV60296,C10683,Female,33,Florida,Sports & Outdoors,Water Bottle,3,20.63,PayPal,2025-10-31 10:57:39,4.0,No,No,61.89
INV55159,C10297,Male,21,Ohio,Electronics,Headphones,3,145.69,Credit Card,2025-10-31 11:02:57,1.6,No,No,437.07
INV59401,C10184,Female,28,Ohio,Clothing,Jeans,1,55.8,Debit Card,2025-10-31 11:10:26,3.9,Yes,Yes,55.8
INV51844,C10109,Male,28,Florida,Electronics,Smartwatch,1,195.07,Debit Card,2025-10-31 12:08:11,3.6,No,No,195.07
INV50820,C10995,Female,28,Florida,Clothing,Jacket,3,118.06,Credit Card,2025-10-31 12:33:17,4.9,No,No,354.18
INV64806,C10463,Female,23,New York,Clothing,T-Shirt,2,26.19,Credit Card,2025-10-31 12:55:04,4.5,Yes,No,52.38
INV57031,C10716,Female,54,Ohio,Sports & Outdoors,Yoga Mat,1,30.91,Debit Card,2025-10-31 13:11:50,4.8,Yes,No,30.91
INV60426,C10549,Female,23,Texas,Electronics,Smartwatch,1,196.24,Credit Card,2025-10-31 13:46:53,3.9,No,No,196.24
INV61699,C10285,Male,21,Florida,Clothing,T-Shirt,1,25.26,Credit Card,2025-10-31 13:52:50,4.0,No,No,25.26
INV63508,C10047,Female,39,New York,Clothing,Jeans,2,57.67,Credit Card,2025-10-31 13:54:49,4.0,No,No,115.34
INV55327,C10853,Female,18,Ohio,Clothing,Jeans,1,56.15,Credit Card,2025-10-31 14:00:04,3.6,Yes,No,56.15
INV55074,C10072,Female,39,Florida,Clothing,T-Shirt,2,25.7,Credit Card,2025-10-31 14:15:13,4.8,Yes,Yes,51.4
INV64370,C10140,Male,46,Georgia,Sports & Outdoors,Running Shoes,2,93.51,Credit Card,2025-10-31 14:30:17,3.9,No,No,187.02
INV51007,C10842,Male,31,Texas,Beauty & Personal Care,Perfume,2,73.27,Credit Card,2025-10-31 14:52:03,3.9,No,No,146.54
