InvoiceNo,CustomerID,Gender,Age,Location,Category,ItemName,Quantity,UnitPrice,PaymentMethod,InvoiceDate,ReviewRating,SubscriptionStatus,DiscountApplied
INV60175,C10622,Male,27,Florida,Beauty & Personal Care,Perfume,1,73.25,Credit Card,2025-10-28 18:25:45,3.9,No,No
INV60388,C10265,Female,22,Florida,Clothing,Sneakers,2,82.45,PayPal,2025-10-28 21:39:25,2.7,No,No
INV59166,C10048,Male,20,New York,Electronics,Tablet,1,315.67,Debit Card,2025-10-29 09:40:57,3.7,No,No
INV52566,C10397,Male,66,Washington,Home & Kitchen,Coffee Maker,1,88.17,Credit Card,2025-10-29 11:02:22,4.8,No,No
INV53655,C10797,Female,26,California,Clothing,T-Shirt,2,24.28,Cash,2025-10-29 11:22:38,4.9,Yes,Yes
INV55979,C10231,Male,35,Texas,Home & Kitchen,Vacuum Cleaner,2,144.08,Credit Card,2025-10-29 11:47:19,3.8,Yes,Yes
INV59044,C10652,Female,23,Georgia,Books,Sci-Fi Anthology,1,17.43,PayPal,2025-10-29 11:51:56,5.0,No,No
INV55168,C10157,Male,40,Massachusetts,Home & Kitchen,Dinnerware Set,1,57.66,Credit Card,2025-10-29 12:39:35,2.6,No,No
INV53486,C10224,Male,32,Texas,Electronics,Smartwatch,1,191.65,PayPal,2025-10-29 12:44:24,3.8,No,Yes
INV59728,C10534,Female,74,Texas,Home & Kitchen,Vacuum Cleaner,3,148.61,Debit Card,2025-10-29 12:55:27,3.6,No,Yes
INV60961,C11177,Female,44,California,Sports & Outdoors,Dumbbell Set,1,47.67,Debit Card,2025-10-29 13:21:45,1.6,No,No
INV57821,C10355,Male,35,Texas,Electronics,Laptop,4,1133.32,PayPal,2025-10-29 14:43:17,4.8,No,No
INV50764,C11182,Male,23,Florida,Beauty & Personal Care,Hair Dryer,1,43.54,Credit Card,2025-10-29 14:55:48,3.7,No,No
INV62810,C10853,Female,18,Ohio,Electronics,Smartphone,1,704.19,Credit Card,2025-10-29 15:00:22,4.5,Yes,No
INV60869,C10179,Male,37,Massachusetts,Electronics,Laptop,5,1134.27,Credit Card,2025-10-29 16:05:39,4.7,Yes,Yes
INV55917,C10085,Male,69,New York,Clothing,Socks,1,10.34,Credit Card,2025-10-29 16:37:41,4.6,Yes,Yes
INV53094,C10527,Male,53,Ohio,Beauty & Personal Care,Hair Dryer,4,45.7,Credit Card,2025-10-29 16:37:45,4.6,No,Yes
INV61238,C11182,Male,23,Florida,Home & Kitchen,Blender,2,42.82,Credit Card,2025-10-29 17:28:56,3.0,No,No
INV54540,C10900,Female,44,California,Books,Sci-Fi Anthology,1,17.74,PayPal,2025-10-29 19:37:03,3.8,No,No
INV56074,C11055,Male,37,Texas,Electronics,Smartphone,1,693.33,Debit Card,2025-10-29 20:12:04,3.0,No,No
INV62980,C10137,Male,30,New York,Books,Tech Guide,3,50.38,Debit Card,2025-10-29 20:16:09,4.0,Yes,Yes
INV55294,C10421,Male,37,Massachusetts,Home & Kitchen,Air Fryer,1,118.11,Debit Card,2025-10-29 21:30:31,3.9,Yes,Yes
INV57030,C10073,Male,60,New York,Home & Kitchen,Dinnerware Set,1,62.62,Cash,2025-10-29 21:32:01,4.7,No,No
INV58714,C10742,Female,31,Florida,Clothing,Jacket,2,114.24,Credit Card,2025-10-29 21:41:24,2.9,No,No
INV56642,C10554,Male,20,California,Electronics,Tablet,1,318.27,Credit Card,2025-10-30 09:01:26,2.6,Yes,Yes
INV62791,C10627,Male,49,Texas,Books,Tech Guide,2,49.55,Credit Card,2025-10-30 09:02:20,3.8,No,No
INV58269,C10773,Non-Binary,51,Washington,Books,Fiction Novel,1,14.35,Debit Card,2025-10-30 09:18:37,1.9,No,Yes
INV63262,C11002,Male,34,California,Beauty & Personal Care,Hair Dryer,3,44.98,Debit Card,2025-10-30 10:32:07,3.8,No,No
INV58924,C10713,Male,46,Georgia,Electronics,Laptop,1,1057.75,PayPal,2025-10-30 11:04:58,2.5,Yes,Yes
INV55389,C11104,Female,50,Texas,Clothing,Sneakers,1,84.17,Credit Card,2025-10-30 12:24:31,3.8,No,No
INV51545,C10923,Female,34,Colorado,Clothing,T-Shirt,2,26.13,Cash,2025-10-30 12:32:12,3.7,No,No
INV50229,C10094,Female,42,New York,Sports & Outdoors,Running Shoes,1,96.09,Debit Card,2025-10-30 12:55:57,3.8,No,Yes
INV63814,C10641,Female,69,Georgia,Beauty & Personal Care,Moisturizer,2,28.6,PayPal,2025-10-30 13:42:21,1.6,No,No
INV56065,C10092,Female,39,Ohio,Books,Tech Guide,2,47.73,Credit Card,2025-10-30 15:00:50,4.6,No,Yes
INV55042,C10177,Female,36,Texas,Sports & Outdoors,Camping Tent,1,146.48,Credit Card,2025-10-30 15:35:15,4.8,No,No
INV58593,C10149,Male,47,Texas,Sports & Outdoors,Water Bottle,1,20.82,Credit Card,2025-10-30 16:56:05,4.6,No,No
INV58351,C10470,Female,18,Washington,Clothing,Hoodie,1,46.36,PayPal,2025-10-30 16:58:11,3.8,No,No
INV59116,C10624,Male,48,Texas,Beauty & Personal Care,Perfume,3,72.81,Credit Card,2025-10-30 17:01:42,3.9,No,No
INV60814,C10653,Male,30,California,Sports & Outdoors,Camping Tent,1,149.13,Debit Card,2025-10-30 18:16:50,3.7,No,Yes
INV63179,C10812,Male,50,Washington,Clothing,Sneakers,3,86.66,Credit Card,2025-10-30 18:35:24,5.0,No,No
INV51514,C10993,Male,30,Florida,Clothing,Hoodie,2,47.22,Credit Card,2025-10-30 18:40:35,3.5,No,No
INV57322,C10600,Male,31,New York,Beauty & Personal Care,Skincare Kit,1,61.0,Credit Card,2025-10-30 19:39:05,4.6,Yes,No
INV51659,C10098,Female,23,California,Clothing,Jeans,1,57.25,Debit Card,2025-10-30 20:16:16,4.6,No,No
INV54484,C10948,Female,19,Washington,Electronics,Laptop,3,1100.84,Debit Card,2025-10-30 21:38:59,4.7,No,No
INV59902,C10862,Female,21,Texas,Sports & Outdoors,Water Bottle,2,19.78,Cash,2025-10-30 21:49:15,4.9,Yes,No
INV56635,C11075,Male,20,New York,Electronics,Smartphone,2,664.17,Cash,2025-10-31 09:10:58,3.6,Yes,No
INV64824,C10291,Male,37,New York,Electronics,Laptop,1,1153.08,Credit Card,2025-10-31 09:50:14,4.9,Yes,No
INV50740,C10568,Female,66,California,Sports & Outdoors,Running Shoes,1,95.32,PayPal,2025-10-31 09:52:23,2.7,No,No
INV51064,C10568,Female,66,California,Sports & Outdoors,Running Shoes,2,96.86,Cash,2025-10-31 10:09:55,4.8,No,No
INV51826,C11140,Female,71,California,Books,Self-Help Book,1,19.39,Credit Card,2025-10-31 10:21:05,3.7,No,No
INV52839,C10710,Male,31,New York,Sports & Outdoors,Dumbbell Set,1,51.48,Credit Card,2025-10-31 10:23:25,4.6,No,No
INV60296,C10683,Female,33,Florida,Sports & Outdoors,Water Bottle,3,20.63,PayPal,2025-10-31 10:57:39,4.0,No,No
INV55159,C10297,Male,21,Ohio,Electronics,Headphones,3,145.69,Credit Card,2025-10-31 11:02:57,1.6,No,No
INV59401,C10184,Female,28,Ohio,Clothing,Jeans,1,55.8,Debit Card,2025-10-31 11:10:26,3.9,Yes,Yes
INV51844,C10109,Male,28,Florida,Electronics,Smartwatch,1,195.07,Debit Card,2025-10-31 12:08:11,3.6,No,No
INV50820,C10995,Female,28,Florida,Clothing,Jacket,3,118.06,Credit Card,2025-10-31 12:33:17,4.9,No,No
INV64806,C10463,Female,23,New York,Clothing,T-Shirt,2,26.19,Credit Card,2025-10-31 12:55:04,4.5,Yes,No
INV57031,C10716,Female,54,Ohio,Sports & Outdoors,Yoga Mat,1,30.91,Debit Card,2025-10-31 13:11:50,4.8,Yes,No
INV60426,C10549,Female,23,Texas,Electronics,Smartwatch,1,196.24,Credit Card,2025-10-31 13:46:53,3.9,No,No
INV61699,C10285,Male,21,Florida,Clothing,T-Shirt,1,25.26,Credit Card,2025-10-31 13:52:50,4.0,No,No
INV63508,C10047,Female,39,New York,Clothing,Jeans,2,57.67,Credit Card,2025-10-31 13:54:49,4.0,No,No
INV55327,C10853,Female,18,Ohio,Clothing,Jeans,1,56.15,Credit Card,2025-10-31 14:00:04,3.6,Yes,No
INV55074,C10072,Female,39,Florida,Clothing,T-Shirt,2,25.7,Credit Card,2025-10-31 14:15:13,4.8,Yes,Yes
INV64370,C10140,Male,46,Georgia,Sports & Outdoors,Running Shoes,2,93.51,Credit Card,2025-10-31 14:30:17,3.9,No,No
INV51007,C10842,Male,31,Texas,Beauty & Personal Care,Perfume,2,73.27,Credit Card,2025-10-31 14:52:03,3.9,No,No
INV51103,C11129,Male,39,Florida,Beauty & Personal Care,Hair Dryer,1,43.31,Debit Card,2025-10-31 14:52:53,3.7,Yes,Yes
INV56720,C10087,Female,26,Georgia,Home & Kitchen,Dinnerware Set,1,57.3,Debit Card,2025-10-31 14:53:48,3.7,Yes,No
INV61287,C10308,Male,75,California,Electronics,Bluetooth Speaker,1,76.36,PayPal,2025-10-31 15:08:06,4.8,No,Yes
INV55172,C10934,Male,55,California,Sports & Outdoors,Yoga Mat,2,30.78,Credit Card,2025-10-31 15:54:09,2.8,Yes,Yes
INV62578,C10509,Male,44,New York,Beauty & Personal Care,Moisturizer,1,27.26,Credit Card,2025-10-31 15:58:12,3.8,Yes,Yes
INV62823,C11030,Female,68,Florida,Books,Fiction Novel,1,14.33,Debit Card,2025-10-31 16:18:45,4.0,No,Yes
INV57081,C10141,Female,38,California,Clothing,Jeans,1,52.6,PayPal,2025-10-31 16:28:57,4.7,Yes,Yes
INV50926,C10462,Female,71,Florida,Electronics,Smartwatch,1,197.67,Credit Card,2025-10-31 16:45:17,2.6,No,No
INV53210,C10704,Male,44,California,Electronics,Smartwatch,1,203.02,Credit Card,2025-10-31 18:54:03,3.8,No,No
INV59851,C10206,Female,33,California,Books,Fiction Novel,2,15.16,Debit Card,2025-10-31 20:14:55,4.5,No,No
INV64920,C10424,Female,38,New York,Electronics,Laptop,1,1094.78,Credit Card,2025-10-31 21:10:22,3.7,No,No
INV55003,C10376,Male,54,Illinois,Sports & Outdoors,Camping Tent,2,143.24,Credit Card,2025-10-31 21:24:43,4.9,No,No
INV64982,C11173,Female,32,Texas,Electronics,Headphones,1,148.39,Cash,2025-11-01 10:01:35,4.7,No,No
INV59509,C10942,Male,67,Illinois,Home & Kitchen,Dinnerware Set,1,57.02,Debit Card,2025-11-01 12:43:02,3.8,Yes,Yes
INV63195,C11151,Male,29,Illinois,Beauty & Personal Care,Shampoo,1,12.24,Cash,2025-11-01 13:45:39,2.5,No,Yes
INV55427,C11068,Female,48,Florida,Home & Kitchen,Toaster,2,36.58,Credit Card,2025-11-01 14:05:37,3.5,No,Yes
INV60312,C10069,Male,23,Washington,Electronics,Tablet,2,327.36,Cash,2025-11-01 14:11:03,3.7,No,No
INV64726,C10757,Male,23,California,Electronics,Laptop,2,1147.65,Debit Card,2025-11-01 15:18:21,3.7,Yes,Yes
INV56749,C11056,Female,72,Texas,Books,Fiction Novel,1,15.44,PayPal,2025-11-01 15:18:57,4.6,Yes,No
INV54518,C10991,Female,22,New York,Clothing,Sneakers,3,81.6,Credit Card,2025-11-01 15:56:30,3.7,No,No
INV60737,C10961,Non-Binary,65,Washington,Books,Sci-Fi Anthology,2,18.79,Credit Card,2025-11-01 16:12:21,4.9,Yes,No
INV58632,C10839,Male,22,California,Beauty & Personal Care,Lipstick,1,18.36,Credit Card,2025-11-01 17:35:42,3.6,No,No
INV55214,C10032,Male,22,New York,Clothing,T-Shirt,1,26.25,PayPal,2025-11-01 17:48:41,4.8,Yes,Yes
INV64229,C10336,Male,46,Texas,Books,Fiction Novel,1,15.43,PayPal,2025-11-01 17:51:26,1.6,Yes,No
INV55412,C10219,Male,26,Florida,Clothing,Socks,2,10.35,Credit Card,2025-11-01 17:58:46,3.7,No,No
INV60415,C11003,Female,54,Texas,Sports & Outdoors,Running Shoes,2,95.91,Cash,2025-11-01 18:29:40,3.8,Yes,No
INV56407,C10277,Female,69,New York,Books,Fiction Novel,1,15.13,Debit Card,2025-11-01 18:37:21,3.8,No,No
INV52115,C10999,Male,31,New York,Sports & Outdoors,Backpack,1,39.69,Credit Card,2025-11-01 18:57:23,2.6,No,No
INV59100,C10988,Male,65,Ohio,Books,Self-Help Book,1,20.23,PayPal,2025-11-01 19:41:42,2.7,No,Yes
INV61164,C10831,Male,41,New York,Books,Fiction Novel,3,14.74,Credit Card,2025-11-01 20:25:11,4.7,Yes,Yes
INV63286,C10360,Male,36,Massachusetts,Clothing,Sneakers,2,88.78,Credit Card,2025-11-01 20:33:04,4.8,Yes,No
INV56537,C10389,Female,23,California,Clothing,Sneakers,1,83.82,Credit Card,2025-11-01 20:36:17,4.7,No,No
INV63424,C10620,Male,69,Massachusetts,Home & Kitchen,Air Fryer,1,117.64,Cash,2025-11-01 21:28:19,4.5,Yes,Yes
INV54668,C10218,Male,18,California,Sports & Outdoors,Yoga Mat,2,28.75,PayPal,2025-11-01 21:56:12,2.7,No,No
INV50493,C10892,Male,48,California,Clothing,Jeans,1,52.69,Credit Card,2025-11-02 10:37:43,4.8,Yes,No
INV60187,C11007,Male,48,Texas,Beauty & Personal Care,Perfume,2,76.86,Credit Card,2025-11-02 10:51:30,2.0,Yes,No
INV55988,C10787,Female,46,Florida,Home & Kitchen,Vacuum Cleaner,1,147.17,Credit Card,2025-11-02 11:03:43,4.8,No,No
INV57960,C10079,Male,28,California,Electronics,Headphones,1,154.19,Credit Card,2025-11-02 12:11:18,1.0,No,No
INV56597,C10319,Male,49,Washington,Beauty & Personal Care,Hair Dryer,3,45.57,Credit Card,2025-11-02 12:11:44,3.7,Yes,Yes
INV55923,C10008,Female,42,California,Electronics,Bluetooth Speaker,1,75.21,Cash,2025-11-02 12:14:10,2.7,No,Yes
INV59330,C10641,Female,69,Georgia,Home & Kitchen,Vacuum Cleaner,4,152.98,Cash,2025-11-02 12:16:10,4.6,No,No
INV54399,C10620,Male,69,Massachusetts,Clothing,Socks,1,10.43,Debit Card,2025-11-02 13:57:11,4.9,Yes,No
INV54092,C10639,Male,56,Florida,Home & Kitchen,Toaster,1,35.95,Credit Card,2025-11-02 15:12:25,3.6,Yes,No
INV57998,C10271,Male,59,California,Home & Kitchen,Dinnerware Set,3,57.1,Credit Card,2025-11-02 15:36:49,1.0,No,No
INV62926,C10930,Female,45,Massachusetts,Beauty & Personal Care,Shampoo,1,12.32,Credit Card,2025-11-02 16:24:56,3.6,No,Yes
INV57516,C10494,Male,20,New York,Clothing,Jeans,1,57.64,Debit Card,2025-11-02 16:44:11,1.0,No,No
INV61983,C10131,Male,20,Florida,Electronics,Smartphone,1,731.2,Debit Card,2025-11-02 17:18:18,4.9,Yes,Yes
INV61641,C10735,Male,59,Texas,Electronics,Laptop,1,1125.64,Credit Card,2025-11-02 17:19:53,3.9,No,No
INV59881,C10465,Female,25,Georgia,Clothing,Sneakers,2,82.63,Credit Card,2025-11-02 17:34:42,4.7,No,No
INV53429,C10706,Female,59,Massachusetts,Books,Self-Help Book,1,20.47,Credit Card,2025-11-02 17:40:41,4.6,No,No
INV60833,C10250,Non-Binary,38,California,Electronics,Tablet,1,320.16,PayPal,2025-11-02 18:30:29,1.6,No,No
INV62396,C10655,Male,45,California,Books,Fiction Novel,5,14.33,Credit Card,2025-11-02 19:17:28,4.5,No,No
INV56113,C10500,Male,40,California,Clothing,T-Shirt,1,24.68,Credit Card,2025-11-02 20:15:52,4.6,Yes,No
INV55125,C10339,Female,48,California,Home & Kitchen,Coffee Maker,1,91.9,Credit Card,2025-11-02 20:35:45,4.8,Yes,Yes
INV56844,C10183,Female,22,Georgia,Electronics,Bluetooth Speaker,2,75.86,PayPal,2025-11-03 09:12:58,3.7,No,No
INV63969,C10483,Female,20,California,Electronics,Laptop,3,1089.53,Debit Card,2025-11-03 10:09:08,4.8,Yes,Yes
INV56529,C10608,Female,24,California,Electronics,Smartphone,5,672.09,Debit Card,2025-11-03 11:07:07,1.7,No,No
INV52641,C10210,Non-Binary,34,Texas,Beauty & Personal Care,Lipstick,2,18.49,Cash,2025-11-03 12:24:17,4.0,No,No
INV58096,C10396,Male,41,Texas,Electronics,Bluetooth Speaker,1,78.59,Credit Card,2025-11-03 12:59:24,4.7,No,Yes
INV50412,C10959,Male,47,Florida,Books,Fiction Novel,2,14.96,Credit Card,2025-11-03 13:26:26,3.8,No,No
INV60815,C11035,Male,46,Florida,Clothing,Socks,3,10.1,Debit Card,2025-11-03 14:24:57,4.9,No,No
INV53650,C10119,Male,42,California,Home & Kitchen,Air Fryer,2,121.55,Credit Card,2025-11-03 14:40:45,2.6,Yes,Yes
INV50372,C10152,Male,21,California,Clothing,Sneakers,3,82.0,Cash,2025-11-03 14:58:50,4.6,No,No
INV60590,C11013,Male,36,Florida,Clothing,Sneakers,5,88.99,Credit Card,2025-11-03 16:57:26,3.9,No,No
INV58440,C10061,Female,47,Texas,Clothing,Sneakers,1,89.0,Credit Card,2025-11-03 17:12:10,1.7,No,No
INV55361,C10455,Male,23,New York,Electronics,Smartwatch,1,195.66,Credit Card,2025-11-03 18:14:26,2.8,No,No
INV52274,C10442,Male,43,California,Books,Self-Help Book,2,19.03,Credit Card,2025-11-03 20:25:03,3.6,No,Yes
INV61245,C10365,Female,70,California,Books,Biography,1,23.47,Debit Card,2025-11-04 09:08:42,4.9,No,No
INV50714,C10394,Female,65,Texas,Home & Kitchen,Air Fryer,1,125.46,Credit Card,2025-11-04 09:36:31,4.5,Yes,Yes
INV62517,C10326,Female,26,Texas,Clothing,T-Shirt,2,25.53,Credit Card,2025-11-04 09:54:07,2.6,No,No
INV54215,C10100,Male,49,Illinois,Sports & Outdoors,Dumbbell Set,3,51.66,Credit Card,2025-11-04 10:53:40,3.8,Yes,No
INV63809,C11199,Male,30,Florida,Clothing,Hoodie,1,45.24,Credit Card,2025-11-04 11:09:24,4.8,No,No
INV57859,C10116,Female,19,California,Books,Biography,3,22.71,PayPal,2025-11-04 11:19:50,2.6,No,No
INV56545,C10006,Female,26,Massachusetts,Sports & Outdoors,Running Shoes,3,98.94,Debit Card,2025-11-04 12:55:53,4.8,No,Yes
INV61992,C10430,Male,47,Illinois,Sports & Outdoors,Running Shoes,2,93.85,Cash,2025-11-04 14:36:43,3.9,Yes,No
INV59924,C10661,Female,41,California,Books,Cookbook,1,31.07,Credit Card,2025-11-04 16:52:30,5.0,No,No
INV54380,C11073,Male,21,Illinois,Home & Kitchen,Dinnerware Set,1,58.42,PayPal,2025-11-04 17:14:14,3.9,Yes,Yes
INV54081,C10480,Male,33,Washington,Electronics,Smartwatch,1,206.02,Debit Card,2025-11-04 17:28:06,2.8,No,No
INV63027,C10849,Female,36,New York,Clothing,Jacket,1,114.21,Credit Card,2025-11-04 17:51:31,2.7,No,No
INV61442,C10183,Female,22,Georgia,Beauty & Personal Care,Perfume,1,77.9,Cash,2025-11-04 19:30:27,4.5,No,Yes
INV62364,C10125,Male,30,Texas,Sports & Outdoors,Water Bottle,2,20.98,Credit Card,2025-11-04 21:25:52,3.9,No,No
INV63001,C10647,Female,52,California,Sports & Outdoors,Yoga Mat,4,30.79,PayPal,2025-11-05 09:39:23,1.5,No,Yes
INV64467,C10112,Female,33,New York,Clothing,Hoodie,1,45.95,PayPal,2025-11-05 09:39:52,4.6,Yes,No
INV60689,C10552,Male,67,Illinois,Books,Sci-Fi Anthology,2,17.75,Credit Card,2025-11-05 11:21:59,4.6,No,No
INV61918,C10639,Male,56,Florida,Clothing,Jacket,3,117.09,Debit Card,2025-11-05 11:52:01,4.8,Yes,Yes
INV60173,C10788,Male,29,Washington,Beauty & Personal Care,Moisturizer,1,27.74,Credit Card,2025-11-05 12:28:19,4.8,No,No
INV53659,C10192,Male,63,Georgia,Beauty & Personal Care,Moisturizer,1,29.25,Debit Card,2025-11-05 12:31:51,3.6,No,No
INV59563,C10478,Male,20,Washington,Home & Kitchen,Toaster,2,34.05,Credit Card,2025-11-05 13:23:37,4.7,No,No
INV55795,C10912,Female,21,California,Electronics,Tablet,2,330.84,Credit Card,2025-11-05 13:33:28,4.0,No,No
INV53590,C10462,Female,71,Florida,Home & Kitchen,Dinnerware Set,3,62.74,Credit Card,2025-11-05 13:49:09,4.0,No,Yes
INV51027,C10664,Female,39,California,Home & Kitchen,Toaster,1,34.78,Credit Card,2025-11-05 14:23:56,1.6,No,No
INV51298,C11046,Non-Binary,43,New York,Clothing,Sneakers,1,86.61,Credit Card,2025-11-05 15:27:23,3.6,Yes,Yes
INV60715,C10168,Female,19,New York,Electronics,Headphones,4,152.87,Credit Card,2025-11-05 15:39:25,3.8,No,No
INV64215,C10798,Male,24,New York,Clothing,Hoodie,1,46.88,Credit Card,2025-11-05 16:35:08,2.6,Yes,Yes
INV58857,C10006,Female,26,Massachusetts,Books,Cookbook,1,29.31,Credit Card,2025-11-05 17:04:28,1.6,No,Yes
INV63818,C10401,Female,35,California,Beauty & Personal Care,Perfume,2,71.92,Credit Card,2025-11-05 17:48:15,4.0,No,No
INV50836,C10253,Male,68,New York,Books,Self-Help Book,2,20.61,Debit Card,2025-11-05 18:01:20,2.9,No,Yes
INV58694,C11005,Female,23,New York,Books,Tech Guide,3,51.14,PayPal,2025-11-05 19:06:22,4.7,No,No
INV52991,C10187,Female,24,Washington,Electronics,Headphones,2,154.32,Credit Card,2025-11-05 19:23:02,4.0,Yes,No
INV60239,C10208,Male,37,Washington,Clothing,Socks,1,10.08,Debit Card,2025-11-05 20:07:02,3.8,No,No
INV63766,C10018,Male,48,Texas,Home & Kitchen,Air Fryer,1,116.85,Credit Card,2025-11-05 20:24:23,2.9,Yes,No
INV64144,C11114,Male,22,California,Books,Tech Guide,1,48.49,Credit Card,2025-11-05 20:40:43,4.9,No,No
INV56267,C10530,Male,42,Texas,Electronics,Smartphone,1,674.38,Debit Card,2025-11-05 21:36:14,3.6,No,Yes
INV56486,C10964,Female,68,Colorado,Electronics,Smartphone,1,725.44,Debit Card,2025-11-06 09:02:51,5.0,Yes,No
INV57703,C10437,Female,74,Washington,Home & Kitchen,Dinnerware Set,2,59.65,Cash,2025-11-06 09:19:13,4.6,Yes,No
INV51194,C10760,Male,44,California,Clothing,Sneakers,2,88.21,Debit Card,2025-11-06 09:53:49,3.0,No,No
INV58923,C10923,Female,34,Colorado,Beauty & Personal Care,Hair Dryer,2,43.75,Credit Card,2025-11-06 10:45:48,4.8,No,No
INV57088,C10814,Male,52,Texas,Electronics,Tablet,2,337.71,Credit Card,2025-11-06 10:49:06,4.6,No,Yes
INV64054,C10179,Male,37,Massachusetts,Electronics,Laptop,1,1082.59,Credit Card,2025-11-06 11:41:49,1.8,Yes,Yes
INV50968,C10977,Female,24,New York,Sports & Outdoors,Dumbbell Set,2,49.42,Debit Card,2025-11-06 13:30:43,4.8,Yes,Yes
INV58633,C11006,Female,28,Massachusetts,Books,Tech Guide,1,51.13,Credit Card,2025-11-06 14:55:14,3.5,No,No
INV52689,C11192,Female,19,Colorado,Electronics,Bluetooth Speaker,1,75.95,Credit Card,2025-11-06 15:39:10,3.0,No,Yes
INV62081,C10454,Non-Binary,39,Texas,Clothing,T-Shirt,2,25.05,Credit Card,2025-11-06 16:36:55,4.6,No,No
INV55053,C10419,Female,35,Texas,Home & Kitchen,Blender,1,43.66,Credit Card,2025-11-06 17:59:37,2.6,No,Yes
INV58836,C11186,Female,41,Massachusetts,Electronics,Bluetooth Speaker,1,82.61,Credit Card,2025-11-06 18:09:27,4.9,Yes,Yes
INV59735,C10942,Male,67,Illinois,Sports & Outdoors,Yoga Mat,1,28.75,PayPal,2025-11-06 19:21:17,3.8,Yes,Yes
INV50352,C10568,Female,66,California,Beauty & Personal Care,Perfume,1,77.36,Credit Card,2025-11-06 19:33:38,4.6,No,Yes
INV60862,C10923,Female,34,Colorado,Books,Cookbook,2,29.7,PayPal,2025-11-06 19:40:52,3.5,No,No
INV58823,C10772,Female,28,Florida,Sports & Outdoors,Water Bottle,1,20.14,Credit Card,2025-11-06 20:27:27,4.6,No,No
INV53915,C11129,Male,39,Florida,Books,Self-Help Book,1,19.05,Credit Card,2025-11-07 09:28:59,3.6,Yes,Yes
INV59657,C10502,Female,33,New York,Electronics,Bluetooth Speaker,3,76.9,Cash,2025-11-07 09:31:13,4.8,No,No
INV64042,C10318,Female,38,Massachusetts,Home & Kitchen,Toaster,1,33.61,Credit Card,2025-11-07 09:48:19,4.0,Yes,Yes
INV56668,C10421,Male,37,Massachusetts,Clothing,Socks,2,10.31,Debit Card,2025-11-07 09:59:44,4.7,Yes,No
INV58939,C10896,Female,38,California,Home & Kitchen,Air Fryer,5,120.21,Credit Card,2025-11-07 10:12:48,3.9,No,No
INV53116,C11089,Male,24,Illinois,Home & Kitchen,Coffee Maker,1,90.3,PayPal,2025-11-07 10:33:03,1.0,No,No
INV59190,C10598,Female,45,Massachusetts,Sports & Outdoors,Running Shoes,1,93.12,Credit Card,2025-11-07 10:44:41,3.7,No,No
INV63350,C10175,Male,33,Washington,Books,Tech Guide,1,48.11,Credit Card,2025-11-07 11:02:23,4.9,No,No
INV63344,C10721,Male,31,Georgia,Beauty & Personal Care,Moisturizer,2,27.31,Debit Card,2025-11-07 11:58:48,2.7,No,No
INV53508,C10781,Female,38,Georgia,Books,Sci-Fi Anthology,2,17.94,PayPal,2025-11-07 13:16:05,4.7,No,No
INV60772,C10842,Male,31,Texas,Clothing,Jeans,2,55.85,PayPal,2025-11-07 13:19:45,4.6,No,No
INV56168,C10276,Female,20,California,Electronics,Smartwatch,1,199.79,Credit Card,2025-11-07 13:48:32,3.6,Yes,Yes
INV51230,C10192,Male,63,Georgia,Home & Kitchen,Blender,1,45.75,Cash,2025-11-07 15:29:42,3.9,No,Yes
INV62794,C10961,Non-Binary,65,Washington,Home & Kitchen,Toaster,1,34.7,Credit Card,2025-11-07 16:21:46,2.8,Yes,No
INV50333,C10632,Male,70,California,Electronics,Bluetooth Speaker,1,80.88,Cash,2025-11-07 16:53:03,1.6,No,No
INV58266,C10332,Female,58,California,Books,Fiction Novel,2,14.32,PayPal,2025-11-07 17:07:27,4.7,Yes,No
INV64396,C10272,Female,36,Massachusetts,Sports & Outdoors,Water Bottle,1,20.38,Credit Card,2025-11-07 17:18:54,2.8,Yes,Yes
INV57427,C10082,Female,37,Florida,Electronics,Bluetooth Speaker,1,76.64,Credit Card,2025-11-07 17:42:39,4.6,Yes,Yes
INV58894,C11127,Female,27,Texas,Beauty & Personal Care,Hair Dryer,1,45.85,Credit Card,2025-11-07 17:54:29,1.0,No,Yes
INV55417,C10181,Female,65,Massachusetts,Electronics,Bluetooth Speaker,2,82.0,Cash,2025-11-07 18:18:21,4.9,No,No
INV52794,C10453,Male,35,Florida,Sports & Outdoors,Running Shoes,1,91.36,Credit Card,2025-11-07 18:45:27,3.7,Yes,No
INV53621,C10057,Male,19,New York,Electronics,Tablet,1,315.21,Debit Card,2025-11-07 19:06:17,2.6,No,No
INV58281,C10848,Male,47,Massachusetts,Sports & Outdoors,Dumbbell Set,2,48.68,Credit Card,2025-11-08 09:00:24,3.9,Yes,No
INV62464,C11029,Male,35,California,Books,Fiction Novel,1,14.95,Credit Card,2025-11-08 09:24:15,4.6,Yes,Yes
INV52123,C10249,Female,20,Florida,Beauty & Personal Care,Skincare Kit,1,57.56,Credit Card,2025-11-08 09:38:01,4.9,No,No
INV55611,C10822,Female,49,Georgia,Electronics,Laptop,1,1074.64,Credit Card,2025-11-08 09:39:10,2.6,Yes,No
INV61329,C10893,Male,70,New York,Home & Kitchen,Toaster,2,36.31,Credit Card,2025-11-08 09:46:15,3.5,No,No
INV52628,C10172,Female,44,California,Sports & Outdoors,Yoga Mat,1,30.05,Cash,2025-11-08 10:01:12,3.7,No,No
